symbol,name,industry,list_date,price,pe_ttm,pb,market_cap,circulating_cap,turnover_rate,dividend_yield_ttm,median_pe,median_pb,median_market_cap,stock_count,pe_vs_industry,growth_score
688073.SH,毕得医药,化学制药,2022-10-11,,33.833,2.5159,51.49427834,24.49648186,3.3312,1.512,28.3127,2.5159,77.59760816000001,91.0,19.49761061290516,75
300434.SZ,金石亚药,化学制药,2015-04-24,,31.7332,1.644,41.37961882,35.238471860000004,1.3944,0.6699,28.3127,2.5159,77.59760816000001,91.0,12.081150861627469,75
002284.SZ,亚太股份,汽车配件,2009-08-28,,29.6174,3.5572,113.82145359,112.60698263999998,2.9687,0.3247,34.46,3.055,62.5856,189.0,-14.052814857806153,75
603013.SH,亚普股份,汽车配件,2018-05-09,,21.1192,2.6231,114.75597755,114.75597755,0.8334,1.7862,34.46,3.055,62.5856,189.0,-38.71387115496228,75
600479.SH,千金药业,中成药,2004-03-12,,19.1011,1.8144,54.97985879,46.74724497,2.2147,2.7403,21.885,2.327,66.944,43.0,-12.720584875485505,75
603408.SH,建霖家居,家居用品,2020-07-30,,12.679,1.6433,55.00672169999999,55.00672169999999,0.6501,5.6143,25.1388,2.3898,46.11771545,43.0,-49.56402055786274,75
600551.SH,时代出版,出版业,2002-09-05,,13.4513,0.9645,55.87175169,55.87175169,0.526,4.8544,16.8846,1.2855,123.41805866,21.0,-20.333913743884956,75
300406.SZ,九强生物,医疗保健,2014-10-30,,17.0442,1.985,73.58173281,53.264246279999995,0.7254,7.1389,36.9026,2.8358499999999998,67.744790975,94.0,-53.813010465387265,75
002973.SZ,侨银股份,环境保护,2020-01-06,,29.0181,2.2683,57.131461089999995,43.55222966,1.8291,0.7153,28.28245,1.8,60.113765645,58.0,2.6010830037708885,75
300674.SZ,宇信科技,软件服务,2018-11-07,,39.3158,3.5241,156.0190445,155.78741377,2.2251,1.1455,60.1386,3.8249,83.08830400000001,61.0,-34.62468364744107,75
603707.SH,健友股份,生物制药,2017-07-19,,24.0918,2.3348,156.55505631,156.55505631,0.7566,1.032,34.0425,2.4535,105.33756137000002,33.0,-29.230226922229562,75
600861.SH,北京人力,文教休闲,1994-05-20,,8.2685,1.3392,95.67304934,61.95114931,0.857,4.1361,28.4349,2.8089,45.107637079999996,25.0,-70.92129741972013,75
002987.SZ,京北方,软件服务,2020-05-07,,47.516,5.3756,156.57655744000002,152.26029216,1.1993,0.9896,60.1386,3.8249,83.08830400000001,61.0,-20.989181657038905,75
301300.SZ,远翔新材,化工原料,2022-08-19,,38.1085,3.8072,30.5103376,18.23107071,4.2568,2.2656,40.87335,2.7121,70.847334845,142.0,-6.764432081050373,75
603987.SH,康德莱,医疗保健,2016-11-21,,16.3376,1.4931,39.83532826,39.83532826,0.9692,1.6447,36.9026,2.8358499999999998,67.744790975,94.0,-55.72778069837898,75
688357.SH,建龙微纳,化工原料,2019-12-04,,36.9878,2.0892,36.44180648,36.44180648,3.673,0.5491,40.87335,2.7121,70.847334845,142.0,-9.50631646292756,75
000848.SZ,承德露露,软饮料,1997-11-13,,13.3896,2.618,84.45600612999999,83.72272933,0.6162,3.7282,30.4082,4.2133,84.45600612999999,7.0,-55.96714044238067,75
002014.SZ,永新股份,塑料,2004-07-08,,15.2181,3.0609,71.84529588000001,70.90985407,0.8327,7.6726,38.6252,3.3695500000000003,44.932663250000004,42.0,-60.600592359392316,75
601199.SH,江南水务,水务,2011-03-17,,14.1706,1.2718,57.515432960000005,57.515432960000005,0.8048,2.2764,20.601750000000003,1.2843,80.752793545,12.0,-31.21652286820295,75
002327.SZ,富安娜,纺织,2009-12-30,,14.108,1.6602,57.67129308,33.77719956,0.7819,9.0116,26.09245,2.0822000000000003,49.34744082,30.0,-45.93071942266824,75
000498.SZ,山东路桥,建筑工程,1997-06-09,,4.1477,0.597,94.38841692999999,88.12028684,0.9607,3.3518,22.912149999999997,1.85595,82.64635561,66.0,-81.89737759223817,75
600713.SH,南京医药,医药商业,1996-07-01,,13.195,1.0051,70.0278735,69.00655979000001,0.858,3.1768,26.1519,1.3078500000000002,76.540098955,24.0,-49.54477494943006,75
603759.SH,海天股份,水务,2021-03-26,,18.1426,1.6833,47.930688,47.930688,1.2866,,20.601750000000003,1.2843,80.752793545,12.0,-11.936607327047463,75
002396.SZ,星网锐捷,通信设备,2010-06-23,,35.1365,2.4745,170.84726009,170.14285709,4.4687,0.8572,50.9568,4.3576,174.95548365,35.0,-31.046494285355443,75
301353.SZ,普莱得,专用机械,2023-05-30,,41.788,2.23,28.875105330000004,9.37627533,3.7141,1.2803,45.8908,3.3432000000000004,61.19272684,132.0,-8.940354057893963,75
600633.SH,浙数文化,互联网,1993-03-04,,29.3505,1.6445,167.76625264999998,167.76625264999998,2.6217,1.8141,36.3196,3.9651,98.472550215,26.0,-19.18826198526416,75
300907.SZ,康平科技,电气设备,2020-11-18,,42.9012,3.5803,28.608,28.608,1.3345,,44.2981,3.26595,92.1528,172.0,-3.1534083854612165,75
301305.SZ,朗坤科技,环境保护,2023-05-23,,24.9844,1.797,67.80924814000001,34.77585192,12.5311,0.7115,28.28245,1.8,60.113765645,58.0,-11.6611184674595,75
605111.SH,新洁能,半导体,2020-09-28,,39.576,4.0568,172.90294764,172.90294764,3.8619,0.156,56.3646,4.3551,194.28398969,69.0,-29.78571656678128,75
301029.SZ,怡合达,专用机械,2021-07-23,,35.1692,4.0806,173.58128227,126.41676647999999,2.8525,1.6441,45.8908,3.3432000000000004,61.19272684,132.0,-23.363288502270613,75
002658.SZ,雪迪龙,环境保护,2012-03-09,,32.7892,2.6255,68.21714715,38.473648839999996,4.3966,2.2887,28.28245,1.8,60.113765645,58.0,15.934793485005718,75
300187.SZ,永清环保,环境保护,2011-03-08,,32.516,3.4144,36.86502562,36.6656982,2.9458,2.9247,28.28245,1.8,60.113765645,58.0,14.968823422298977,75
301203.SZ,国泰环保,环境保护,2023-04-04,,28.8031,2.6044,37.12,20.34292,3.9455,1.5086,28.28245,1.8,60.113765645,58.0,1.840894264817934,75
300610.SZ,晨化股份,化工原料,2017-02-13,,38.6895,2.3479,27.09100548,20.314734169999998,4.257,1.581,40.87335,2.7121,70.847334845,142.0,-5.342967973019093,75
002096.SZ,易普力,化工原料,2006-12-22,,21.0388,2.237,175.27428079999999,175.2739828,0.8345,1.6277,40.87335,2.7121,70.847334845,142.0,-48.52685184845383,75
000752.SZ,ST西发,啤酒,1997-06-25,,18.7539,4.4881,27.58913816,27.58913816,1.9488,,21.34695,2.2493,137.333902085,6.0,-12.147168565064321,75
300039.SZ,上海凯宝,中成药,2010-01-08,,19.3731,1.4832,66.944,58.683278460000004,2.16,2.0313,21.885,2.327,66.944,43.0,-11.477724468814259,75
603508.SH,思维列控,IT设备,2015-12-24,,16.0566,2.5768,99.09321058,99.09321058,0.8319,12.6521,37.1952,3.3306,81.30469813,33.0,-56.83152664859982,75
603323.SH,苏农银行,银行,2016-11-29,,4.871,0.5244,99.51409284,99.51409284,1.3479,5.1448,5.9952000000000005,0.5809,819.3738823799999,42.0,-18.75166800106752,75
603676.SH,卫信康,化学制药,2017-07-21,,21.1624,3.2126,46.997442,46.997442,0.3866,3.0081,28.3127,2.5159,77.59760816000001,91.0,-25.254744337346835,75
002543.SZ,万和电气,家用电器,2011-01-28,,9.6802,1.3065,66.10604000000001,58.81721817,0.9401,2.9164,28.5034,2.4257,72.63865877,63.0,-66.0384375197345,75
600796.SH,钱江生化,环境保护,1997-04-08,,32.995,1.759,60.22771074,21.64771329,4.4281,0.446,28.28245,1.8,60.113765645,58.0,16.66245321745463,75
600694.SH,大商股份,百货,1993-11-22,,11.9891,0.682,59.95269785,59.95269785,0.8215,5.2734,37.2023,1.3022,44.7216,17.0,-67.77322907454646,75
002959.SZ,小熊电器,家用电器,2019-08-23,,18.4869,2.3531,65.35657913,63.1274568,0.5253,2.3701,28.5034,2.4257,72.63865877,63.0,-35.14142172512753,75
603357.SH,设计总院,建筑工程,2017-08-01,,10.5789,1.2242,46.58402424,46.17060589,0.8069,4.2118,22.912149999999997,1.85595,82.64635561,66.0,-53.828427275484835,75
002006.SZ,精工科技,专用机械,2004-06-25,,45.2391,4.1155,98.91669163,98.91669163,2.0147,0.7881,45.8908,3.3432000000000004,61.19272684,132.0,-1.420110348915247,75
601886.SH,江河集团,装修装饰,2011-08-18,,14.9523,1.4107,99.02438004,99.02438004,0.9685,6.2929,41.2274,2.5374,50.55391803,8.0,-63.732129603128016,75
600850.SH,电科数字,软件服务,1994-03-24,,36.6465,3.8249,184.40187869,184.40187869,1.9002,1.5236,60.1386,3.8249,83.08830400000001,61.0,-39.06326386048228,75
003013.SZ,地铁设计,建筑工程,2020-10-22,,12.0054,1.9016,65.08002941000001,57.63237537999999,0.5711,3.0116,22.912149999999997,1.85595,82.64635561,66.0,-47.60247292375442,75
605333.SH,沪光股份,汽车配件,2020-08-18,,18.8447,3.6234,123.75957627999999,116.4881808,0.4814,0.8117,34.46,3.055,62.5856,189.0,-45.31427742309925,75
300791.SZ,仙乐健康,医疗保健,2019-09-25,,18.2963,2.5746,63.21892325,52.71586695,0.8528,2.4264,36.9026,2.8358499999999998,67.744790975,94.0,-50.42002460531236,75
600668.SH,尖峰集团,水泥,1993-07-28,,6.658,0.7923,45.74938582,45.74938582,0.7985,0.7521,19.176,1.1269,109.31341229,11.0,-65.27951606174383,75
603661.SH,恒林股份,家居用品,2017-11-21,,16.5356,1.228,45.613986170000004,45.613986170000004,0.6505,3.872,25.1388,2.3898,46.11771545,43.0,-34.22279504192722,75
300652.SZ,雷迪克,汽车配件,2017-05-16,,37.4305,4.0776,61.69313955,55.369541240000004,2.0929,0.2495,34.46,3.055,62.5856,189.0,8.620139291932679,70
300801.SZ,泰和科技,化工原料,2019-11-28,,49.1137,2.4586,61.68463199999999,38.545093699999995,3.0512,0.349,40.87335,2.7121,70.847334845,142.0,20.160691501919953,70
301291.SZ,明阳电气,电气设备,2023-06-30,,28.2358,3.9917,196.0616,101.50800774,16.8132,1.258,44.2981,3.26595,92.1528,172.0,-36.25956869481986,70
688219.SH,会通股份,塑料,2020-11-18,,30.6485,2.0954,63.03912,63.03912,1.8289,1.1247,38.6252,3.3695500000000003,44.932663250000004,42.0,-20.651543551878053,70
002457.SZ,青龙管业,塑料,2010-08-03,,22.1069,1.843,45.45425084,45.43174076,4.4399,1.1628,38.6252,3.3695500000000003,44.932663250000004,42.0,-42.76560380269876,70
002668.SZ,TCL智家,家用电器,2012-04-16,,8.9762,3.0924,105.15880852000001,105.15880852000001,1.3603,,28.5034,2.4257,72.63865877,63.0,-68.50831830588632,70
300508.SZ,维宏股份,软件服务,2016-04-19,,51.7352,5.32,45.04061135,33.92889292,3.2389,0.4505,60.1386,3.8249,83.08830400000001,61.0,-13.973388140063117,70
002731.SZ,ST萃华,服饰,2014-11-04,,7.3991,1.0833,20.2619396,18.16582124,8.6392,1.1378,23.146349999999998,1.7324000000000002,62.333223125,32.0,-68.03340483488756,70
002120.SZ,韵达股份,仓储物流,2007-03-06,,15.8797,0.9643,196.27591251,190.58427785,1.0598,2.9467,23.9118,1.8671,100.01544768,33.0,-33.59052852566515,70
920651.BJ,天罡股份,电器仪表,2023-06-27,,25.7578,3.8095,20.6851,5.17970876,2.7601,2.0643,42.51325,3.7175000000000002,48.593972005,60.0,-39.41230087090496,70
600784.SH,鲁银投资,综合类,1996-12-25,,23.9894,1.5347,50.06583373,50.06583373,1.9184,0.8907,46.08895,2.31785,62.147038214999995,8.0,-47.949779719433835,70
002965.SZ,祥鑫科技,汽车配件,2019-10-25,,35.2983,2.0593,87.84089883,66.00855258,2.5136,1.2433,34.46,3.055,62.5856,189.0,2.432675565873467,70
002782.SZ,可立克,元器件,2015-12-22,,39.784,5.7559,123.39584643,121.04149856000001,3.4697,0.5935,49.2977,3.6356,91.562289,139.0,-19.298466257046478,70
301223.SZ,中荣股份,广告包装,2022-10-26,,22.7531,1.2686,37.659874200000004,21.8429367,2.685,1.7836,42.4467,2.1838499999999996,53.341144375,24.0,-46.39606848117757,70
301283.SZ,聚胶股份,日用化工,2022-09-02,,24.5065,2.2903,37.490788620000004,29.49966747,2.1823,1.4856,36.68185,3.23665,71.82351416,14.0,-33.191755595751026,70
603949.SH,雪龙集团,汽车配件,2020-03-10,,48.5757,3.5376,37.3425443,37.24837455,1.4732,0.5654,34.46,3.055,62.5856,189.0,40.962565293093434,70
002572.SZ,索菲亚,家居用品,2011-04-12,,10.8578,1.7042,122.78851341,83.06161155,1.5829,7.8431,25.1388,2.3898,46.11771545,43.0,-56.80859866023836,70
601900.SH,南方传媒,出版业,2016-02-15,,11.0558,1.4477,125.06335933000001,125.06335933000001,1.0686,3.8787,16.8846,1.2855,123.41805866,21.0,-34.52139819717375,70
603970.SH,中农立华,农药化肥,2017-11-16,,20.6197,2.3902,37.013778450000004,37.013778450000004,2.0941,3.268,26.456,2.5547,109.90693881000001,37.0,-22.06040217719987,70
603320.SH,迪贝电气,电气设备,2017-05-02,,49.2118,3.1697,36.91368524,36.91368524,1.9512,0.5657,44.2981,3.26595,92.1528,172.0,11.092349333267112,70
300725.SZ,药石科技,化学制药,2017-11-10,,42.8814,1.2065,86.25152809000001,74.78115845,3.2124,0.6457,28.3127,2.5159,77.59760816000001,91.0,51.456413552928545,70
001222.SZ,源飞宠物,文教休闲,2022-08-18,,22.3598,2.7429,39.075183,21.98680653,1.5036,0.7231,28.4349,2.8089,45.107637079999996,25.0,-21.364942377149205,70
603500.SH,祥和实业,运输设备,2017-09-04,,26.434,3.8156,38.70350561,38.59223244,2.3305,1.1178,36.9185,2.1153,46.792109894999996,36.0,-28.399041131140212,70
002370.SZ,亚太药业,化学制药,2010-03-16,,36.9256,4.4427,49.810590999999995,49.810590999999995,1.95,,28.3127,2.5159,77.59760816000001,91.0,30.42062396027226,70
002870.SZ,香山股份,汽车配件,2017-05-15,,41.3106,2.9422,49.80572234,48.631411820000004,1.6424,0.2652,34.46,3.055,62.5856,189.0,19.879860708067323,70
301092.SZ,争光股份,化工原料,2021-11-02,,47.4692,2.5641,49.71078744,22.42443179,4.6144,0.6989,40.87335,2.7121,70.847334845,142.0,16.137287499067238,70
301617.SZ,博苑股份,化工原料,2024-12-11,,48.3271,4.996,84.380296,33.489456,2.8392,0.6822,40.87335,2.7121,70.847334845,142.0,18.236210146709283,70
600866.SH,星湖科技,饲料,1994-08-18,,9.9736,1.5379,127.76724417000001,96.56866102,2.8426,4.9415,30.1541,2.2236,114.79061653,15.0,-66.92456415545482,70
300357.SZ,我武生物,生物制药,2014-01-21,,32.3858,4.8946,126.445536,116.90150550999999,1.8618,0.911,34.0425,2.4535,105.33756137000002,33.0,-4.866563854006004,70
002835.SZ,同为股份,IT设备,2016-12-28,,21.4632,2.9788,36.65548648,21.25712923,1.9271,1.9089,37.1952,3.3306,81.30469813,33.0,-42.29578010065815,70
301633.SZ,港迪技术,专用机械,2024-11-07,,45.897,4.0055,36.592896,16.76559392,1.9341,1.5216,45.8908,3.3432000000000004,61.19272684,132.0,0.013510333225831238,70
002033.SZ,丽江股份,旅游景点,2004-08-25,,24.17,2.0052,50.88283984,50.88186476,2.4399,3.7797,31.3668,2.3162,68.547648,11.0,-22.944004488822575,70
688667.SH,菱电电控,汽车配件,2021-03-12,,37.7611,2.9292,50.88273328,50.88273328,2.72,0.1018,34.46,3.055,62.5856,189.0,9.57951247823563,70
300967.SZ,晓鸣股份,农业综合,2021-04-13,,16.8675,4.8652,39.87764137,26.515498790000002,13.184,0.9312,26.0278,2.1993,81.48763115,25.0,-35.194292256740866,70
603283.SH,赛腾股份,专用机械,2017-12-25,,25.1514,3.8243,120.75379689,120.75379689,5.0759,0.9122,45.8908,3.3432000000000004,61.19272684,132.0,-45.19293627480889,70
600285.SH,羚锐制药,中成药,2000-10-18,,15.0288,3.6996,120.17177147999999,119.90689648,1.0935,4.2473,21.885,2.327,66.944,43.0,-31.328307059629886,70
300031.SZ,宝通科技,互联网,2009-12-25,,48.968,2.1824,88.64867533,74.49763053999999,2.6464,0.4724,36.3196,3.9651,98.472550215,26.0,34.82527340609479,70
600360.SH,*ST华微,半导体,2001-03-16,,50.3649,2.6003,88.34716797,88.34716797,1.8552,0.8043,56.3646,4.3551,194.28398969,69.0,-10.644447046550502,70
300194.SZ,福安药业,化学制药,2011-03-22,,35.3225,1.1463,51.03866119,41.541966869999996,1.4648,1.6317,28.3127,2.5159,77.59760816000001,91.0,24.758500602203245,70
600782.SH,新钢股份,普钢,1996-12-25,,13.3044,0.4887,129.27129925,127.71347725,2.1563,0.2462,26.9009,1.32065,202.26372629999997,14.0,-50.54291863840987,70
002588.SZ,史丹利,农药化肥,2011-06-10,,13.1585,1.7555,128.55114497,95.81948881,4.4066,2.733,26.456,2.5547,109.90693881000001,37.0,-50.262700332627766,70
000719.SZ,中原传媒,出版业,1997-03-31,,9.776,1.0777,131.89096325,85.99531829,1.232,4.6548,16.8846,1.2855,123.41805866,21.0,-42.10108619688947,70
300341.SZ,麦克奥迪,电气设备,2012-07-26,,46.265,4.4067,84.80355407,84.46890305,1.4676,0.4271,44.2981,3.26595,92.1528,172.0,4.44014528839838,70
300978.SZ,东箭科技,汽车配件,2021-04-26,,35.5492,3.1872,51.78108553,23.42437417,3.117,3.2653,34.46,3.055,62.5856,189.0,3.16076610562971,70
603081.SH,大丰实业,专用机械,2017-04-20,,49.6866,1.6175,51.71389584,51.71389584,1.3469,1.0621,45.8908,3.3432000000000004,61.19272684,132.0,8.271374654614869,70
002043.SZ,兔宝宝,其他建材,2005-05-10,,17.8621,4.0691,130.76930604999998,116.01278859000001,1.2603,3.764,27.55155,2.03685,39.525135015,14.0,-35.168438799269,70
300631.SZ,久吾高科,环境保护,2017-03-23,,44.3536,2.7498,36.0375148,34.72548631,3.0603,0.6246,28.28245,1.8,60.113765645,58.0,56.82375466057572,70
603519.SH,立霸股份,家用电器,2015-03-19,,21.4627,3.0118,35.82109435,35.82109435,1.3456,7.3638,28.5034,2.4257,72.63865877,63.0,-24.70126370889086,70
300994.SZ,久祺股份,文教休闲,2021-08-12,,21.1123,3.237,35.779008000000005,17.907923999999998,3.7325,2.6059,28.4349,2.8089,45.107637079999996,25.0,-25.75215668069871,70
001288.SZ,运机集团,专用机械,2021-11-01,,45.9055,3.7754,82.79533924,53.489886899999995,1.2844,0.5068,45.8908,3.3432000000000004,61.19272684,132.0,0.03203256426125677,70
300218.SZ,安利股份,塑料,2011-05-18,,21.6191,2.314,35.737758899999996,35.62072209,3.6459,1.4958,38.6252,3.3695500000000003,44.932663250000004,42.0,-44.02850988473846,70
002863.SZ,今飞凯达,汽车配件,2017-04-18,,45.169,1.2574,35.66927146,35.66927146,1.9922,0.2857,34.46,3.055,62.5856,189.0,31.076610562971553,70
000897.SZ,津滨发展,区域地产,1999-04-22,,22.8055,1.1528,35.41826192,35.41759178,1.3285,4.3379,32.356700000000004,1.0937999999999999,46.872116070000004,10.0,-29.518461400575475,70
603351.SH,威尔药业,化学制药,2019-01-30,,23.9879,2.0126,35.4037891,35.4037891,0.4994,1.5302,28.3127,2.5159,77.59760816000001,91.0,-15.27512388433459,70
301181.SZ,标榜股份,汽车配件,2022-02-21,,39.7634,3.4212,49.01248075,38.2548748,2.2674,1.6502,34.46,3.055,62.5856,189.0,15.390017411491574,70
603037.SH,凯众股份,汽车配件,2017-01-20,,45.8903,4.1421,40.0377252,39.9213012,2.2393,1.6739,34.46,3.055,62.5856,189.0,33.169762042948356,70
603100.SH,川仪股份,电器仪表,2014-08-05,,18.7591,2.6273,118.28641706999998,117.90977776,1.2895,2.4946,42.51325,3.7175000000000002,48.593972005,60.0,-55.87469788830541,70
002516.SZ,旷达科技,汽车配件,2010-12-07,,49.1575,2.3879,90.16241121,89.55584771,1.3008,1.3051,34.46,3.055,62.5856,189.0,42.65089959373186,70
603599.SH,广信股份,农药化肥,2015-05-13,,18.7079,1.3605,135.63013241000002,135.63013241000002,3.217,1.8121,26.456,2.5547,109.90693881000001,37.0,-29.286740247958882,70
603231.SH,索宝蛋白,食品,2023-12-15,,20.0057,1.8073,35.24762123,19.56356729,2.3998,2.0098,27.69005,2.42235,59.643046725,64.0,-27.75130416882598,70
601002.SH,晋亿实业,机械基件,2007-01-26,,24.5995,1.2245,52.01701924,52.01701924,1.7888,1.8349,41.7448,3.607,53.566907365000006,70.0,-41.07170234376497,70
300470.SZ,中密控股,机械基件,2015-06-12,,20.4638,3.0573,81.81214734,77.62163008,2.1562,2.5419,41.7448,3.607,53.566907365000006,70.0,-50.978804545715874,70
002328.SZ,新朋股份,汽车配件,2009-12-30,,35.3707,1.5882,52.78906800000001,39.04216569,3.6114,2.076,34.46,3.055,62.5856,189.0,2.6427742309924507,70
300400.SZ,劲拓股份,专用机械,2014-10-10,,48.2614,7.7177,52.60127343999999,52.01539312,3.5615,3.7362,45.8908,3.3432000000000004,61.19272684,132.0,5.165741281476905,70
301507.SZ,民生健康,化学制药,2023-09-05,,43.7704,3.2447,52.55610823999999,16.24154287,3.159,0.6764,28.3127,2.5159,77.59760816000001,91.0,54.59634722227129,70
300847.SZ,中船汉光,化工原料,2020-07-09,,45.5229,3.5754,52.334568,52.334568,2.0854,0.7692,40.87335,2.7121,70.847334845,142.0,11.37550506625955,70
002701.SZ,奥瑞金,广告包装,2012-10-11,,12.3401,1.3944,136.435233,136.30972706,1.2796,2.2514,42.4467,2.1838499999999996,53.341144375,24.0,-70.92801089366193,70
002011.SZ,盾安环境,家用电器,2004-07-05,,11.9957,2.1782,139.70802807,137.74270978,1.6136,,28.5034,2.4257,72.63865877,63.0,-57.914845246531996,70
688588.SH,凌志软件,软件服务,2020-05-11,,51.5074,4.2602,52.321308390000006,52.321308390000006,1.1212,1.4765,60.1386,3.8249,83.08830400000001,61.0,-14.352179797999954,70
002438.SZ,江苏神通,机械基件,2010-06-23,,30.1772,2.4779,90.95071301,84.02341553,2.9473,0.9766,41.7448,3.607,53.566907365000006,70.0,-27.71027768728081,70
603916.SH,苏博特,化工原料,2017-11-10,,43.7802,1.1572,48.76819067,48.08522267,2.6135,0.8871,40.87335,2.7121,70.847334845,142.0,7.111846716748195,70
002823.SZ,凯中精密,机械基件,2016-11-24,,22.6382,2.5982,52.801727,35.202062160000004,3.6437,2.0833,41.7448,3.607,53.566907365000006,70.0,-45.77001207336003,70
603062.SH,麦加芯彩,染料涂料,2023-11-07,,22.3461,2.5857,52.7904,18.12133128,2.0959,3.5311,53.204,2.798,48.12704,17.0,-57.99921058567025,70
300841.SZ,康华生物,生物制药,2020-06-16,,44.123,2.2883,80.24221013,73.43882731,2.2538,1.6194,34.0425,2.4535,105.33756137000002,33.0,29.611515017992218,70
300644.SZ,南京聚隆,塑料,2018-02-06,,26.7191,3.4265,34.46564058,27.155315279999996,3.2712,0.7862,38.6252,3.3695500000000003,44.932663250000004,42.0,-30.824694758862087,70
603527.SH,众源新材,铜,2017-09-07,,25.3165,1.6652,34.35967808,34.35967808,2.1751,1.476,40.384,3.204,308.37359082999996,15.0,-37.31056854199683,70
603006.SH,联明股份,汽车配件,2014-06-30,,46.2079,2.6206,34.1717712,34.1717712,1.1944,5.6548,34.46,3.055,62.5856,189.0,34.09141033081834,70
605133.SH,嵘泰股份,汽车配件,2021-02-24,,43.2483,2.1269,80.10850076,79.92406113,1.6048,0.4073,34.46,3.055,62.5856,189.0,25.50290191526407,70
603080.SH,新疆火炬,供气供热,2018-01-03,,18.56,2.2375,34.08735,34.08735,5.9924,2.3246,25.07725,2.099,60.938730215,32.0,-25.988694932658092,70
688571.SH,杭华股份,染料涂料,2020-12-11,,31.1183,2.0136,33.763987719999996,33.763987719999996,1.0151,2.4438,53.204,2.798,48.12704,17.0,-41.511352529884974,70
300636.SZ,同和药业,化学制药,2017-03-31,,35.6801,1.4194,33.72210505,29.49882203,1.8652,0.4981,28.3127,2.5159,77.59760816000001,91.0,26.02153803770041,70
000419.SZ,通程控股,百货,1996-08-16,,26.2294,0.9636,33.70212461,33.70212461,1.3941,2.4194,37.2023,1.3022,44.7216,17.0,-29.49521938159738,70
300702.SZ,天宇股份,化学制药,2017-09-19,,41.0305,2.1148,78.67763565,47.74428961,1.4066,0.2211,28.3127,2.5159,77.59760816000001,91.0,44.91906458938923,70
605377.SH,华旺科技,造纸,2020-12-28,,19.9472,1.3858,53.217677619999996,53.217677619999996,5.9054,6.3285,26.23615,1.9428,55.933687379999995,22.0,-23.970552081765046,70
300643.SZ,万通智控,汽车配件,2017-05-05,,32.0097,4.2006,53.14206487,53.04952809,11.6299,0.6922,34.46,3.055,62.5856,189.0,-7.110562971561227,70
600269.SH,赣粤高速,路桥,2000-05-18,,8.7762,0.5928,115.83618788999999,115.83618788999999,1.0716,3.4274,13.054,1.0146,103.18944,19.0,-32.77003217404628,70
603266.SH,天龙股份,汽车配件,2017-01-10,,36.7268,2.5799,40.513230979999996,40.513230979999996,2.3092,0.8346,34.46,3.055,62.5856,189.0,6.578061520603589,70
603926.SH,铁流股份,汽车配件,2017-05-10,,47.4839,2.7965,48.30467854,47.506586139999996,2.0886,1.2654,34.46,3.055,62.5856,189.0,37.79425420777712,70
002479.SZ,富春环保,新型电力,2010-09-21,,21.4114,1.1453,48.267,48.1594647,2.6803,2.6882,28.6706,1.61005,202.213230455,22.0,-25.319316651901254,70
000715.SZ,中兴商业,百货,1997-05-08,,29.4123,1.7001,33.39885964,33.30979218,1.5583,1.2447,37.2023,1.3022,44.7216,17.0,-20.939565564494675,70
300693.SZ,盛弘股份,电气设备,2017-08-22,,30.9715,6.7813,146.92019806,126.28026584000001,9.6766,1.0619,44.2981,3.26595,92.1528,172.0,-30.083908790670478,70
300481.SZ,濮阳惠成,化工原料,2015-06-30,,36.0369,2.2525,54.13918375,53.80902825,8.863,2.1563,40.87335,2.7121,70.847334845,142.0,-11.832771231132263,70
300685.SZ,艾德生物,医疗保健,2017-08-02,,27.0203,4.0015,78.38553603,77.99739207,1.0624,1.4985,36.9026,2.8358499999999998,67.744790975,94.0,-26.779413916634603,70
603063.SH,禾望电气,电气设备,2017-07-28,,27.9157,2.9397,145.60968144,145.60968144,8.3811,0.3726,44.2981,3.26595,92.1528,172.0,-36.98217305031141,70
688089.SH,嘉必优,食品,2019-12-19,,20.9878,1.9968,32.88760205,32.88760205,2.1915,1.0235,27.69005,2.42235,59.643046725,64.0,-24.204542787029997,70
002060.SZ,广东建工,建筑工程,2006-08-10,,13.7737,1.0813,149.04941171,62.043742,2.3258,3.5264,22.912149999999997,1.85595,82.64635561,66.0,-39.8847336456858,70
600064.SH,南京高科,园区开发,1997-05-06,,6.4072,0.7566,148.98224335,148.98224335,1.0821,3.4843,18.7078,1.1806999999999999,143.71065357,10.0,-65.75118399811844,70
002091.SZ,江苏国泰,商贸代理,2006-12-08,,11.357,0.9516,146.98263651,144.19324919,1.5992,5.2046,28.6252,1.3721,109.818735965,6.0,-60.32516803376047,70
002507.SZ,涪陵榨菜,食品,2010-11-23,,19.5485,1.7345,150.12486554,149.4737784,1.2006,4.7656,27.69005,2.42235,59.643046725,64.0,-29.402438782161823,70
605001.SH,威奥股份,运输设备,2020-05-22,,29.4216,1.1691,31.3915914,31.3915914,1.4021,2.5031,36.9185,2.1153,46.792109894999996,36.0,-20.306621341603805,70
300611.SZ,美力科技,汽车配件,2017-02-20,,37.7313,4.4795,55.04827654,38.67741718,2.768,0.4536,34.46,3.055,62.5856,189.0,9.49303540336621,70
301119.SZ,正强股份,汽车配件,2021-11-22,,41.5897,4.7161,48.1104,38.909286,1.9499,1.9888,34.46,3.055,62.5856,189.0,20.689785258270458,70
600789.SH,鲁抗医药,化学制药,1997-02-26,,49.7806,1.8267,93.96256104,80.79039992,2.9389,1.0712,28.3127,2.5159,77.59760816000001,91.0,75.82427673800098,70
