symbol,name,industry,list_date,price,pe_ttm,pb,market_cap,circulating_cap,turnover_rate,dividend_yield_ttm,median_pe,median_pb,median_market_cap,stock_count,pe_vs_industry,growth_score
002282.SZ,博深股份,机械基件,2009-08-21,,22.6449,1.1426,41.35681032,39.64309958,2.0263,2.5478,41.7448,3.607,53.566907365000006,70.0,-45.75396217013855,70
300515.SZ,三德科技,电器仪表,2016-06-08,,22.4144,4.4162,41.08917365,40.29172662,3.14,1.4658,42.51325,3.7175000000000002,48.593972005,60.0,-47.276672566787994,70
603856.SH,东宏股份,塑料,2017-11-06,,23.9565,1.5479,41.8571193,41.8571193,4.2781,1.4623,38.6252,3.3695500000000003,44.932663250000004,42.0,-37.97702018371426,70
600356.SH,恒丰纸业,造纸,2001-04-19,,20.1915,1.0582,31.10824598,28.200242080000002,2.93,1.1524,26.23615,1.9428,55.933687379999995,22.0,-23.039394118420567,70
603125.SH,常青科技,化工原料,2023-04-10,,48.9411,3.0903,73.88263844,18.47161888,4.6092,0.5668,40.87335,2.7121,70.847334845,142.0,19.73841145881117,70
301258.SZ,富士莱,化学制药,2022-03-29,,40.2482,1.5993,30.571945,29.703177500000002,1.2779,0.2702,28.3127,2.5159,77.59760816000001,91.0,42.1559936000452,70
301080.SZ,百普赛斯,生物制药,2021-10-18,,42.2181,2.7603,72.93962833,54.973077489999994,2.828,0.656,34.0425,2.4535,105.33756137000002,33.0,24.015862524785206,70
002088.SZ,鲁阳节能,矿物制品,2006-11-30,,23.1923,2.1586,56.08429865,55.28299762,1.0174,7.3193,52.830349999999996,5.06625,110.62931074,16.0,-56.10042333620731,70
000908.SZ,*ST景峰,化学制药,1999-02-03,,35.796,150.2536,56.04162616,56.04162616,4.1492,,28.3127,2.5159,77.59760816000001,91.0,26.430894969395357,70
002768.SZ,国恩股份,塑料,2015-06-30,,18.9076,2.4629,157.55375,92.43926938,2.4517,0.523,38.6252,3.3695500000000003,44.932663250000004,42.0,-51.048538259996064,70
301309.SZ,万得凯,机械基件,2022-09-19,,25.7281,1.8763,30.351335359999997,7.70883536,4.4744,0.9884,41.7448,3.607,53.566907365000006,70.0,-38.36813207872597,70
301503.SZ,智迪科技,IT设备,2023-07-17,,24.3535,2.8467,30.344,12.319664,2.754,2.5046,37.1952,3.3306,81.30469813,33.0,-34.52515378328386,70
601038.SH,一拖股份,农用机械,2012-08-08,,19.901,2.0694,162.25437771,105.65824171,1.3221,2.5481,30.2456,2.6423,39.756640000000004,5.0,-34.20199962969821,70
002125.SZ,湘潭电化,化工原料,2007-04-03,,41.0773,3.0717,93.73059092,93.73059092,3.613,1.0745,40.87335,2.7121,70.847334845,142.0,0.49898038697586317,70
002081.SZ,金螳螂,装修装饰,2006-11-20,,20.7261,0.6905,94.7950557,94.41239454,1.2434,2.8011,41.2274,2.5374,50.55391803,8.0,-49.72736578100972,70
002209.SZ,达意隆,轻工机械,2008-01-30,,23.0169,3.6754,30.17280398,23.69703913,2.8971,0.343,29.7114,3.5801,34.60558038,5.0,-22.53175548779257,70
301539.SZ,宏鑫科技,汽车配件,2024-04-15,,49.2104,3.6875,30.0736,15.252557560000001,2.4048,0.4921,34.46,3.055,62.5856,189.0,42.80441091120139,70
603725.SH,天安新材,塑料,2017-09-06,,25.3173,3.6183,29.93702418,28.14978418,2.9015,1.0061,38.6252,3.3695500000000003,44.932663250000004,42.0,-34.453931630127485,70
688121.SH,卓然股份,专用机械,2021-09-06,,40.87,1.1786,29.85586958,25.90080004,6.9067,,45.8908,3.3432000000000004,61.19272684,132.0,-10.940755009718726,70
300681.SZ,英搏尔,汽车配件,2017-07-25,,42.092,2.3449,71.03544441,53.56746426,3.6745,0.108,34.46,3.055,62.5856,189.0,22.147417295414968,70
301160.SZ,翔楼新材,机械基件,2022-06-06,,32.7723,4.397,71.97167745,46.85634597,2.2151,1.0744,41.7448,3.607,53.566907365000006,70.0,-21.49369502309269,70
003027.SZ,同兴科技,环境保护,2020-12-18,,36.1309,1.7252,29.451936959999998,23.62517609,3.9339,1.3017,28.28245,1.8,60.113765645,58.0,27.750247945280538,70
688129.SH,东来技术,染料涂料,2020-10-23,,29.1732,2.9707,29.30044416,29.30044416,1.6169,0.5692,53.204,2.798,48.12704,17.0,-45.167280655589806,70
301607.SZ,富特科技,汽车配件,2024-09-04,,48.2029,6.3036,71.83530842,51.69496144,4.4479,0.0278,34.46,3.055,62.5856,189.0,39.88073128264654,70
603008.SH,喜临门,家居用品,2012-07-17,,20.0224,1.859,69.38629475,69.38629475,1.8007,4.2699,25.1388,2.3898,46.11771545,43.0,-20.35260235174312,70
300743.SZ,天地数码,IT设备,2018-04-27,,26.4922,4.6681,28.97254166,24.411927669999997,2.4871,2.5802,37.1952,3.3306,81.30469813,33.0,-28.77521830773863,70
600982.SH,宁波能源,供气供热,2004-07-06,,17.8462,1.3352,58.787205709999995,58.787205709999995,5.3431,2.8517,25.07725,2.099,60.938730215,32.0,-28.83509954241394,70
002117.SZ,东港股份,广告包装,2007-03-02,,29.2757,4.1649,58.761491150000005,58.7428351,1.4462,1.8717,42.4467,2.1838499999999996,53.341144375,24.0,-31.029502882438443,70
300259.SZ,新天科技,电器仪表,2011-08-31,,24.8759,1.9789,58.607055949999996,58.59361487,2.9859,1.9395,42.51325,3.7175000000000002,48.593972005,60.0,-41.486712965957665,70
301132.SZ,满坤科技,元器件,2022-08-10,,42.74,3.2213,58.49406836,37.420104200000004,7.5835,1.0608,49.2977,3.6356,91.562289,139.0,-13.302243309525592,70
002406.SZ,远东传动,汽车配件,2010-05-18,,45.8273,1.4561,58.418006559999995,48.17703184,2.8299,1.875,34.46,3.055,62.5856,189.0,32.98694138131167,70
688677.SH,海泰新光,医疗保健,2021-02-26,,27.7681,3.5352,47.6511075,47.6511075,1.8006,1.4955,36.9026,2.8358499999999998,67.744790975,94.0,-24.752998433714694,70
600682.SH,南京新百,生物制药,1993-10-18,,43.8424,0.5472,96.84951991,83.8123398,1.7468,0.2212,34.0425,2.4535,105.33756137000002,33.0,28.787251230080052,70
603387.SH,基蛋生物,医疗保健,2017-07-17,,20.4065,1.5831,42.60089543,42.60089543,1.6032,2.1429,36.9026,2.8358499999999998,67.744790975,94.0,-44.70172833350495,70
301303.SZ,真兰仪表,电器仪表,2023-02-20,,19.9909,2.0079,67.57464,16.81676492,6.8892,2.1174,42.51325,3.7175000000000002,48.593972005,60.0,-52.97724826965711,70
000685.SZ,中山公用,水务,1997-01-23,,12.2726,0.9478,170.37536104,144.83262960000002,1.5368,0.7064,20.601750000000003,1.2843,80.752793545,12.0,-40.42933245962115,70
300573.SZ,兴齐眼药,化学制药,2016-12-08,,26.3169,9.0626,170.06101658,130.79557566,3.1955,2.0404,28.3127,2.5159,77.59760816000001,91.0,-7.0491334277550335,70
002968.SZ,新大正,房产服务,2019-12-03,,25.8623,2.3209,28.601511770000002,26.94293837,1.4894,2.6302,35.60555,2.1538,43.918005885,6.0,-27.364413693932544,70
603700.SH,宁水集团,电器仪表,2019-01-22,,30.2525,1.732,28.014666950000002,28.014666950000002,1.9985,1.4271,42.51325,3.7175000000000002,48.593972005,60.0,-28.839832287580926,70
000936.SZ,华西股份,化纤,1999-08-10,,21.6056,1.2826,68.66599873999999,68.65626862,1.9687,0.5161,33.4637,2.0447,114.32609461999999,19.0,-35.435710934535045,70
600444.SH,国机通用,专用机械,2004-02-19,,47.5681,3.6962,27.834809269999997,27.834809269999997,1.9308,0.5786,45.8908,3.3432000000000004,61.19272684,132.0,3.654980954788329,70
600572.SH,康恩贝,中成药,2004-04-12,,16.0382,1.5614,110.34172768,110.04845708,1.7166,3.4274,21.885,2.327,66.944,43.0,-26.71601553575509,70
002215.SZ,诺普信,农药化肥,2008-02-18,,16.3429,2.653,109.90693881000001,87.84739777,2.8022,3.201,26.456,2.5547,109.90693881000001,37.0,-38.22611127910493,70
002061.SZ,浙江交科,建筑工程,2006-08-16,,9.2481,0.6952,109.64628073,106.56465390000001,1.1253,3.0445,22.912149999999997,1.85595,82.64635561,66.0,-59.63669930582681,70
603809.SH,豪能股份,汽车配件,2017-11-28,,31.7551,2.9905,109.23828139,109.23828139,1.4922,1.1739,34.46,3.055,62.5856,189.0,-7.84939059779455,70
600210.SH,紫江企业,广告包装,1999-08-24,,8.9038,1.665,111.02508677,111.02508677,1.7045,4.0984,42.4467,2.1838499999999996,53.341144375,24.0,-79.02357544873925,70
001914.SZ,招商积余,房产服务,1994-09-28,,12.2119,1.0286,110.74595708000001,110.74561025,1.1518,2.2957,35.60555,2.1538,43.918005885,6.0,-65.70225709194213,70
688628.SH,优利德,电器仪表,2021-02-01,,30.7546,3.7017,46.88650317,46.88650317,1.9673,3.0833,42.51325,3.7175000000000002,48.593972005,60.0,-27.65878873057223,70
301509.SZ,金凯生科,化学制药,2023-08-03,,42.3886,1.9759,43.55351551,20.51751956,4.2957,1.1062,28.3127,2.5159,77.59760816000001,91.0,49.71585189685193,70
300349.SZ,金卡智能,电器仪表,2012-08-17,,24.4008,1.4803,65.71109679999999,58.24448485,3.6331,3.1623,42.51325,3.7175000000000002,48.593972005,60.0,-42.60424691125708,70
300041.SZ,回天新材,化工原料,2010-01-08,,43.2227,2.3117,66.85244354,65.01841144,4.1935,1.2552,40.87335,2.7121,70.847334845,142.0,5.747877284342979,70
002810.SZ,山东赫达,化工原料,2016-08-26,,40.9022,2.9813,66.63452965,61.70813408,3.1701,0.5198,40.87335,2.7121,70.847334845,142.0,0.0705838890132531,70
688117.SH,圣诺生物,生物制药,2021-06-03,,36.3511,5.6574,60.27882957,60.27882957,1.3846,0.344,34.0425,2.4535,105.33756137000002,33.0,6.781523096129854,70
920694.BJ,中裕科技,塑料,2023-04-24,,30.0239,3.0095,26.65545446,12.61057099,4.9306,1.1501,38.6252,3.3695500000000003,44.932663250000004,42.0,-22.268622557294197,70
000563.SZ,陕国投Ａ,多元金融,1994-01-10,,12.5657,0.9503,180.0117566,180.0117566,1.0237,2.2727,22.6332,1.6435,213.8028814,13.0,-44.4811162363254,70
600681.SH,百川能源,供气供热,1993-10-18,,17.9218,1.7141,60.204380969999995,60.15741385999999,8.5353,5.2339,25.07725,2.099,60.938730215,32.0,-28.533631079962905,70
688136.SH,科兴制药,生物制药,2020-12-14,,37.7039,3.4257,60.115540579999994,60.115540579999994,1.2495,0.2625,34.0425,2.4535,105.33756137000002,33.0,10.755379305280167,70
300320.SZ,海达股份,橡胶,2012-06-01,,31.3052,2.6883,66.31613127,53.58238883,2.8212,0.3626,41.7583,2.6855,36.109122850000006,9.0,-25.03238877061566,70
300360.SZ,炬华科技,电器仪表,2014-01-21,,16.3134,2.4159,98.31257848999999,95.65289299,6.9923,3.6611,42.51325,3.7175000000000002,48.593972005,60.0,-61.627492605246594,70
603726.SH,朗迪集团,家用电器,2016-04-21,,21.7362,3.3265,46.74697216,46.509021159999996,1.9389,1.5867,28.5034,2.4257,72.63865877,63.0,-23.741729056884438,70
301220.SZ,亚香股份,化工原料,2022-06-22,,35.4057,2.6555,46.57435692,32.14586739,10.7048,0.3432,40.87335,2.7121,70.847334845,142.0,-13.377053752628543,70
603203.SH,快克智能,专用机械,2016-11-08,,40.8515,6.9339,101.21078608,99.41217388000001,1.5946,1.5939,45.8908,3.3432000000000004,61.19272684,132.0,-10.981068100795795,70
000756.SZ,新华制药,化学制药,1997-08-06,,28.0741,2.0641,107.28924898999999,76.83049389,1.1248,1.601,28.3127,2.5159,77.59760816000001,91.0,-0.8427313537740948,70
002255.SZ,海陆重工,专用机械,2008-06-25,,23.798,2.4511,108.51306577999999,83.31917494,5.133,0.3717,45.8908,3.3432000000000004,61.19272684,132.0,-48.14211127284772,70
300727.SZ,润禾材料,化工原料,2017-11-27,,49.8345,4.6622,60.61588245,54.47214957,3.9962,0.6848,40.87335,2.7121,70.847334845,142.0,21.924187765377674,70
301006.SZ,迈拓股份,电器仪表,2021-06-07,,29.4107,2.0318,25.947864000000003,16.03784043,2.7179,1.0606,42.51325,3.7175000000000002,48.593972005,60.0,-30.819920848206152,70
301065.SZ,本立科技,化学制药,2021-09-14,,36.8919,1.9224,25.805267999999998,21.002377499999998,2.1262,0.7996,28.3127,2.5159,77.59760816000001,91.0,30.301596103515383,70
600051.SH,宁波联合,综合类,1997-04-10,,27.0125,0.7411,25.181279999999997,25.181279999999997,2.3953,1.4815,46.08895,2.31785,62.147038214999995,8.0,-41.39050683515246,70
601177.SH,杭齿前进,机械基件,2010-10-11,,25.2068,2.3386,65.276,64.0096,1.2802,0.375,41.7448,3.607,53.566907365000006,70.0,-39.61691036967478,70
000957.SZ,中通客车,汽车整车,2000-01-13,,19.687,2.109,65.16014257,65.16014257,2.2306,0.8999,19.7963,1.6062,243.7853922,15.0,-0.5521233765905625,70
002953.SZ,日丰股份,电气设备,2019-05-09,,37.4912,3.0054,65.13430335999999,35.99197286,5.3947,0.696,44.2981,3.26595,92.1528,172.0,-15.366121797548876,70
300790.SZ,宇瞳光学,元器件,2019-09-20,,42.2339,3.9083,100.60059399,87.29126265000001,4.543,0.5535,49.2977,3.6356,91.562289,139.0,-14.32886321268538,70
600133.SH,东湖高新,环境保护,1998-02-12,,26.0161,1.1422,100.22654825000001,100.22654825000001,1.9018,1.7553,28.28245,1.8,60.113765645,58.0,-8.013273248958273,70
603713.SH,密尔克卫,仓储物流,2018-07-13,,16.6776,2.1519,100.01544768,100.01544768,1.8103,1.1228,23.9118,1.8671,100.01544768,33.0,-30.253682282387768,70
003020.SZ,立方制药,化学制药,2020-12-15,,28.476,2.6288,46.2903431,33.5221489,0.9285,2.0612,28.3127,2.5159,77.59760816000001,91.0,0.5767729676081743,70
000928.SZ,中钢国际,建筑工程,1999-03-12,,13.6649,1.2141,102.5770904,102.57583558,2.5796,4.1818,22.912149999999997,1.85595,82.64635561,66.0,-40.35959087209188,70
600729.SH,重庆百货,百货,1996-07-02,,9.9635,1.3022,101.70061548,44.44428868,1.5587,6.5878,37.2023,1.3022,44.7216,17.0,-73.2180537224849,70
605066.SH,天正电气,电气设备,2020-08-07,,37.5965,2.5841,46.13416143,45.92238763,8.4289,2.7454,44.2981,3.26595,92.1528,172.0,-15.128414085479964,70
300407.SZ,凯发电气,电气设备,2014-12-03,,47.8203,2.3963,46.08583099,37.1426639,4.6302,0.6843,44.2981,3.26595,92.1528,172.0,7.951131086886357,70
301397.SZ,溯联股份,汽车配件,2023-06-28,,39.9525,2.3506,46.06065152,20.93131443,4.02,2.068,34.46,3.055,62.5856,189.0,15.93876958792803,70
001338.SZ,永顺泰,啤酒,2022-11-16,,19.4281,1.7359,64.62293142,64.62293142,2.005,2.3292,21.34695,2.2493,137.333902085,6.0,-8.988871946577843,70
002817.SZ,黄山胶囊,化学制药,2016-10-25,,43.4891,2.6607,25.12424628,24.36330078,3.1582,0.8452,28.3127,2.5159,77.59760816000001,91.0,53.60280015682009,70
688772.SH,珠海冠宇,电气设备,2021-10-15,,39.6172,2.6225,187.03707830000002,187.03707830000002,2.4549,1.7995,44.2981,3.26595,92.1528,172.0,-10.56681889290963,70
000680.SZ,山推股份,工程机械,1997-01-22,,14.7236,3.1953,186.46772667,163.41743424,1.7748,0.7605,36.0433,2.8809,100.39983889999999,31.0,-59.15024428950735,70
601137.SH,博威合金,小金属,2011-01-27,,16.3185,1.8116,185.48735668,185.34999668,2.7406,2.1907,45.899100000000004,3.39795,225.02669957,28.0,-64.44701530095361,70
603506.SH,南都物业,房产服务,2018-02-01,,21.3588,1.9867,24.786666829999998,24.786666829999998,1.3515,,35.60555,2.1538,43.918005885,6.0,-40.012722735640935,70
301298.SZ,东利机械,汽车配件,2022-06-06,,36.9586,2.6209,24.63304,18.15671376,2.1915,1.758,34.46,3.055,62.5856,189.0,7.250725478816007,70
300973.SZ,立高食品,食品,2021-04-15,,20.6432,2.6661,64.55260661000001,44.41981451,1.9638,1.807,27.69005,2.42235,59.643046725,64.0,-25.449033136451536,70
603931.SH,格林达,化工原料,2020-08-19,,47.8392,3.7837,61.04490844000001,61.04490844000001,1.3779,0.7192,40.87335,2.7121,70.847334845,142.0,17.042522817434822,70
605098.SH,行动教育,文教休闲,2021-04-21,,22.0343,7.0288,63.63238696,63.63238696,2.6253,4.2166,28.4349,2.8089,45.107637079999996,25.0,-22.509662421882958,70
600710.SH,苏美达,商贸代理,1996-07-01,,13.8176,2.2011,187.25719389,187.25719389,3.6558,2.575,28.6252,1.3721,109.818735965,6.0,-51.72924555985635,70
920943.BJ,优机股份,机械基件,2022-06-24,,32.1328,3.596,23.776306729999998,12.13339449,4.7675,1.0675,41.7448,3.607,53.566907365000006,70.0,-23.025622352963712,70
603214.SH,爱婴室,百货,2018-03-30,,21.2962,2.052,23.60722213,23.60722213,4.9827,2.2477,37.2023,1.3022,44.7216,17.0,-42.75568983638109,70
603199.SH,九华旅游,旅游景点,2015-03-26,,21.0535,2.7704,44.869671999999994,44.869671999999994,2.1267,1.6774,31.3668,2.3162,68.547648,11.0,-32.87966894933497,70
300294.SZ,博雅生物,生物制药,2012-03-08,,32.1887,1.3732,105.33756137000002,105.33756137000002,1.0294,1.484,34.0425,2.4535,105.33756137000002,33.0,-5.445546008665638,70
605337.SH,李子园,乳制品,2021-02-08,,20.7528,3.0137,44.51066935,44.51066935,1.247,6.4187,35.114,2.8365,63.29053931,11.0,-40.89878680868029,70
603689.SH,皖天然气,供气供热,2017-01-10,,14.6368,1.2878,45.65929298,45.234579710000006,5.2136,4.2944,25.07725,2.099,60.938730215,32.0,-41.633153555513466,70
300160.SZ,秀强股份,家用电器,2011-01-13,,21.8543,1.7414,45.60383123,44.9792115,1.7552,1.6949,28.5034,2.4257,72.63865877,63.0,-23.327392521593918,70
688076.SH,ST诺泰,生物制药,2021-05-20,,31.7115,3.4846,103.69662741,103.69662741,1.3938,1.7348,34.0425,2.4535,105.33756137000002,33.0,-6.847323198942487,70
002911.SZ,佛燃能源,供气供热,2017-11-22,,19.5924,4.4171,196.05752677,191.3227383,1.6835,3.1778,25.07725,2.099,60.938730215,32.0,-21.871816088287186,70
002606.SZ,大连电瓷,电气设备,2011-08-05,,36.1625,3.3977,61.82150938,59.29680134000001,15.006,0.218,44.2981,3.26595,92.1528,172.0,-18.36557324129025,70
688466.SH,金科环境,环境保护,2020-05-08,,44.3361,1.9718,22.47636397,22.47636397,1.5728,,28.28245,1.8,60.113765645,58.0,56.76187883298653,70
688681.SH,科汇股份,电气设备,2021-06-16,,46.4137,3.5552,21.813228,21.813228,3.9935,0.474,44.2981,3.26595,92.1528,172.0,4.775825599743557,70
002752.SZ,昇兴股份,广告包装,2015-04-22,,20.8797,1.7886,61.838939020000005,61.82944402,1.0043,1.5798,42.4467,2.1838499999999996,53.341144375,24.0,-50.80960357342267,70
688046.SH,药康生物,生物制药,2022-04-25,,42.9882,2.7842,62.074,62.074,1.183,0.9224,34.0425,2.4535,105.33756137000002,33.0,26.2780348094294,70
000543.SZ,皖能电力,火力发电,1993-12-20,,8.253,1.1467,196.99042346000002,196.99042346000002,2.3056,3.6709,12.4731,1.5215,291.26983127,25.0,-33.833609928566275,70
300893.SZ,松原安全,汽车配件,2020-09-24,,32.9808,5.6666,109.73629371,58.20255943,0.9272,0.4125,34.46,3.055,62.5856,189.0,-4.292513058618685,65
600017.SH,日照港,港口,2006-10-17,,17.8511,0.6966,97.19066286,97.19066286,1.4788,3.7658,16.253149999999998,1.10125,242.623780225,16.0,9.831632637365686,65
301036.SZ,双乐股份,染料涂料,2021-07-29,,41.028,1.8107,30.0,21.1300905,2.4496,0.6667,53.204,2.798,48.12704,17.0,-22.885497331027747,65
688689.SH,银河微电,半导体,2021-01-27,,53.1739,3.5396,42.74432135,42.74432135,2.5282,0.6843,56.3646,4.3551,194.28398969,69.0,-5.660822573033427,65
688006.SH,杭可科技,电气设备,2019-07-22,,40.6118,2.9556,160.09385471000002,160.09385471000002,1.2739,0.6863,44.2981,3.26595,92.1528,172.0,-8.32157586894245,65
603170.SH,宝立食品,食品,2022-07-15,,21.5418,3.84,54.20135500000001,54.20135500000001,0.6963,2.8782,27.69005,2.42235,59.643046725,64.0,-22.203824117327347,65
301367.SZ,瑞迈特,医疗保健,2022-11-01,,30.966,2.1848,65.11232,50.82798723,2.1895,0.546,36.9026,2.8358499999999998,67.744790975,94.0,-16.087213367079823,65
002140.SZ,东华科技,建筑工程,2007-07-12,,18.5354,2.1531,98.76793514,98.62111181,6.3841,1.4337,22.912149999999997,1.85595,82.64635561,66.0,-19.10231034625733,65
920689.BJ,克莱特,专用机械,2022-03-21,,45.4883,5.0695,24.9927,12.91537509,6.1393,1.1747,45.8908,3.3432000000000004,61.19272684,132.0,-0.877082116676973,65
002697.SZ,红旗连锁,超市连锁,2012-09-05,,15.0608,1.6502,77.384,65.14495225,1.9891,2.0211,,,,,0.0,65
000550.SZ,江铃汽车,汽车整车,1993-12-01,,12.9191,1.3117,153.4794492,92.18274985,0.6847,4.0045,19.7963,1.6062,243.7853922,15.0,-34.739825118835334,65
002563.SZ,森马服饰,服饰,2011-03-11,,15.5638,1.2943,143.0561875,117.26828825000001,0.8506,9.4162,23.146349999999998,1.7324000000000002,62.333223125,32.0,-32.759160731605625,65
603194.SH,中力股份,工程机械,2024-12-24,,16.4106,2.7759,143.6382,56.60524024,0.9206,2.4567,36.0433,2.8809,100.39983889999999,31.0,-54.46976275757215,65
920806.BJ,云星宇,软件服务,2024-01-11,,50.1624,2.4784,38.28377771,38.28377771,0.8671,0.7855,60.1386,3.8249,83.08830400000001,61.0,-16.58868014885614,65
301149.SZ,隆华新材,化工原料,2021-11-10,,40.3552,2.7083,54.481002280000006,33.09767806,5.124,1.1839,40.87335,2.7121,70.847334845,142.0,-1.2676964330058547,65
688314.SH,康拓医疗,医疗保健,2021-05-18,,31.4048,4.3212,31.0333637,31.0333637,1.3957,0.9948,36.9026,2.8358499999999998,67.744790975,94.0,-14.898137258621338,65
002758.SZ,浙农股份,批发业,2015-05-27,,12.8171,1.1722,56.082550139999995,56.01799552,3.0597,2.7255,,,,,0.0,65
688259.SH,创耀科技,半导体,2022-01-12,,54.6671,2.7896,43.32843,43.32843,2.3796,0.6274,56.3646,4.3551,194.28398969,69.0,-3.0116420590228707,65
002722.SZ,物产金轮,钢加工,2014-01-28,,24.3071,1.2066,34.48989875,34.48757225,1.3786,1.373,29.28805,1.6898,73.34152584,16.0,-17.006765557966474,65
600720.SH,中交设计,建筑工程,1996-07-16,,10.818,1.0796,164.75196157,72.44977356,0.9279,3.1894,22.912149999999997,1.85595,82.64635561,66.0,-52.78487614649868,65
