symbol,current_price,price_6m_ago,latest_date,start_date,return_6m,name,industry,current_price_fund,pe_ttm,pb,market_cap,circulating_cap,turnover_rate,dividend_yield_ttm,median_pe,median_pb,stock_count,hist_median_pe,hist_avg_pe,hist_std_pe,hist_median_pb,hist_avg_pb,excess_decline,pe_vs_hist_median,pb_vs_hist_median,sentiment_score,fundamental_score,total_score
600570.SH,,34.46,2026-03-09,2025-09-10,-19.674985490423683,恒生电子,软件服务,,49.7956,5.8107,524.2954350599999,524.2954350599999,1.4583,0.3603,53.08095,3.7054,22.0,46.48975,44.28862178423236,10.49828860887831,6.2296499999999995,6.141590456431534,-19.674985490423683,7.110922300076898,-6.7250969155570495,40,25,65
002979.SZ,,48.85,2026-03-09,2025-09-10,-23.070624360286597,雷赛智能,专用机械,,54.5678,7.1832,118.05413030000001,83.04471805,1.8755,0.8259,36.1185,2.816,53.0,56.43515,54.91007162162162,12.908378464655328,7.412649999999999,6.920223873873872,-23.070624360286597,-3.308842095750612,-3.095384241802851,50,15,65
002664.SZ,,27.65,2026-03-09,2025-09-10,-19.529837251356234,信质集团,汽车配件,,163.72,2.5735,90.8245,89.57317958,2.7358,,33.012,2.6005,113.0,26.742849999999997,29.723807835820896,10.174668085010223,1.6416,1.7040279850746267,-19.529837251356234,512.201018216084,56.76778752436648,40,20,60
001328.SZ,,40.62,2026-03-09,2025-09-10,-15.386509108813392,登康口腔,日用化工,,33.0367,4.0498,59.17613506,15.820923439999998,3.6586,2.1821,32.65235,3.7604,6.0,36.668549999999996,37.35470414937759,7.663891576696466,4.2848500000000005,4.231467842323652,-15.386509108813392,-9.904536721522922,-5.485606263929896,40,20,60
001279.SZ,,41.520000001788,2026-03-09,2025-09-10,-21.242774569865546,强邦新材,广告包装,,89.652,5.2429,52.32,13.08,1.904,0.5734,42.4467,2.1372,18.0,79.5802,81.81795331230285,11.113114768794377,6.5114,6.581838170347002,-21.242774569865546,12.656163216478463,-19.481217556900212,50,10,60
001356.SZ,,14.9,2026-03-09,2025-09-10,-19.932885906040273,富岭股份,塑料,,52.5667,3.4443,70.305876,23.93715728,1.3184,0.3185,39.5602,2.8587,21.0,46.70215,48.53420895522389,7.562564527112215,4.24625,4.220839179104478,-19.932885906040273,12.557344790336192,-18.886075949367083,40,20,60
603800.SH,,50.65,2026-03-09,2025-09-10,-23.909180651530107,洪田股份,专用机械,,85.0154,9.3027,80.1632,80.1632,1.6778,0.2516,36.1185,2.816,53.0,23.4495,38.13281977715877,26.440233902859173,6.3706,6.561905849582173,-23.909180651530107,262.54674939764175,46.025492104354385,50,10,60
603068.SH,,41.01,2026-03-09,2025-09-10,-16.630090221897103,博通集成,半导体,,278.2874,3.0054,51.896084370000004,51.896084370000004,2.11,,54.1532,4.4227,19.0,,,,,,-16.630090221897103,0.0,0.0,40,20,60
002892.SZ,,15.0,2026-03-09,2025-09-10,-20.86666666666667,科力尔,电气设备,,254.846,6.7812,88.3765514,57.38162556,1.4805,0.3512,37.981899999999996,3.0931,92.0,93.8868,93.41192105263158,4.32961279376997,4.6858,4.844478947368421,-20.86666666666667,171.439648598099,44.71808442528489,50,10,60
003040.SZ,,23.18,2026-03-09,2025-09-10,-24.978429680759273,楚天龙,通信设备,,1365.7516,5.7249,80.19154553,79.44625986999999,1.8382,0.1725,39.8536,3.6644,17.0,57.0764,61.70192162162163,16.029198470761884,3.85,3.8879783783783783,-24.978429680759273,2292.8481824361734,48.698701298701295,50,10,60
000766.SZ,,25.03,2026-03-09,2025-09-10,-15.021973631642036,通化金马,化学制药,,357.6618,8.9333,205.57342418,205.46983375,1.549,,24.5447,2.3659999999999997,54.0,,,,,,-15.021973631642036,0.0,0.0,40,20,60
600684.SH,,5.83,2026-03-09,2025-09-10,-15.951972555746135,珠江股份,区域地产,,155.15,4.4064,54.19763987,41.81957543,4.0023,,32.356700000000004,1.0937999999999999,10.0,95.3344,94.73263733333332,3.4716197484036653,6.2433,6.203925333333332,-15.951972555746135,62.74293434479055,-29.421940320023065,50,10,60
600698.SH,,10.19,2026-03-09,2025-09-10,-23.061825318940134,湖南天雁,汽车配件,,2006.3619,10.8722,83.78119819,65.10741648999999,1.5563,,33.012,2.6005,113.0,,,,,,-23.061825318940134,0.0,0.0,50,10,60
000989.SZ,,10.61,2026-03-09,2025-09-10,-18.00188501413761,九芝堂,中成药,,58.4378,2.0398,74.46695504,60.39137650999999,0.9162,3.4094,21.885,2.2571,39.0,29.80435,38.22977166666666,16.011143730937015,1.91235,1.968047083333333,-18.00188501413761,96.07137884235021,6.664574999346358,40,20,60
603119.SH,,101.38,2026-03-09,2025-09-10,-17.646478595383705,浙江荣泰,汽车配件,,113.7576,15.5035,303.68832104,170.21898036,5.7414,0.2329,33.012,2.6005,113.0,38.2203,44.08868902439024,14.470070290949414,4.39935,5.323423780487806,-17.646478595383705,197.636596259056,252.40433245820407,40,20,60
002653.SZ,,57.13,2026-03-09,2025-09-10,-19.919481883423774,海思科,化学制药,,165.8469,12.1209,512.36247128,221.08145729,0.6347,0.2951,24.5447,2.3659999999999997,54.0,83.33760000000001,84.91006880733946,7.95568773004626,8.4219,8.418648165137615,-19.919481883423774,99.00609088814652,43.92120542870373,40,20,60
603229.SH,,11.04,2026-03-09,2025-09-10,-15.670289855072452,奥翔药业,化学制药,,41.8209,3.2932,77.3006642,77.3006642,0.6449,1.0715,24.5447,2.3659999999999997,54.0,28.3536,32.025677800829875,9.04115739357121,3.1373499999999996,3.1900298755186722,-15.670289855072452,47.49767225325885,4.967568170589845,40,15,55
603262.SH,,31.93,2026-03-09,2025-09-10,-16.78672095208268,技源集团,食品,,68.8658,6.9306,106.282657,10.6301256,1.8921,,25.297,2.4293,49.0,71.5095,71.49337278911563,2.9788536430858286,7.6166,7.739568027210883,-16.78672095208268,-3.69699130884709,-9.00664338418717,40,15,55
601595.SH,,32.230000000524,2026-03-09,2025-09-10,-18.399007137535182,上海电影,影视音像,,96.5713,6.8945,117.8766,117.8766,1.4715,0.1825,,,,74.9993,76.13937103448276,14.703834212010625,5.8614,5.947584827586207,-18.399007137535182,28.76293512072778,17.625481966765623,40,15,55
002987.SZ,,22.03,2026-03-09,2025-09-10,-18.06627326373128,京北方,软件服务,,47.516,5.3756,156.57655744000002,152.26029216,1.1993,0.9896,53.08095,3.7054,22.0,35.59655,37.903215767634855,15.721392871534096,4.06855,4.4409018672199165,-18.06627326373128,33.48484614379764,32.125695886740985,40,15,55
605378.SH,,28.0,2026-03-09,2025-09-10,-26.892857142857146,野马电池,电气设备,,59.0771,4.2809,53.49760808,53.49760808,0.5901,1.7447,37.981899999999996,3.0931,92.0,30.0015,37.72500145228216,17.179265187045626,3.2878,3.6219545643153523,-26.892857142857146,96.9138209756179,30.205608613662637,50,5,55
605179.SH,,23.000000000706,2026-03-09,2025-09-10,-20.43478261113795,一鸣食品,乳制品,,190.8766,6.5139,73.383,73.383,0.6193,0.2186,35.114,2.8365,9.0,,,,,,-20.43478261113795,0.0,0.0,50,5,55
002896.SZ,,91.05,2026-03-09,2025-09-10,-16.880834706205373,中大力德,机械基件,,204.2352,12.4441,148.72835666,148.72835666,2.1926,0.2643,38.98825,3.16925,30.0,62.5781,62.94318504672897,11.059154477034463,4.14735,4.207970093457944,-16.880834706205373,226.36848993497725,200.04942915355585,40,15,55
603072.SH,,50.02,2026-03-09,2025-09-10,-18.212714914034397,天和磁材,矿物制品,,72.3861,5.0516,108.116948,51.640693,3.4015,0.3667,47.305949999999996,3.5612500000000002,8.0,76.77420000000001,78.86249362745099,13.078059816383128,5.41405,5.691073039215685,-18.212714914034397,-5.715591956672955,-6.694618631154126,40,15,55
603334.SH,,66.76,2026-03-09,2025-11-05,-17.18094667465549,丰倍生物,化工原料,,51.3743,4.7526,79.34115,17.16955092,12.4835,,37.07515,2.5731,80.0,44.8793,45.18160123456791,5.210676268405423,4.1518,4.17975925925926,-17.18094667465549,14.472150857967922,14.470831928320257,40,10,50
002707.SZ,,8.49,2026-03-09,2025-09-10,-18.610129564193166,众信旅游,旅游服务,,137.3573,7.3265,67.90560878,57.02181925,2.4413,,,,,61.4831,64.29020028818445,13.397832421098713,8.4629,8.373331988472623,-18.610129564193166,123.40659465771895,-13.428021127509474,40,10,50
002907.SZ,,17.15,2026-03-09,2025-09-10,-17.551020408163257,华森制药,中成药,,79.1434,3.4966,59.0481188,42.40791171,0.433,0.6011,21.885,2.2571,39.0,86.7555,87.69494791666668,5.333450281921354,3.69315,3.748287202380953,-17.551020408163257,-8.774198753969486,-5.3220150819760965,40,10,50
002530.SZ,,11.94,2026-03-09,2025-09-10,-19.430485762144055,金财互联,专用机械,,165.9782,5.6586,74.95886444,66.87086473,2.461,,36.1185,2.816,53.0,,,,,,-19.430485762144055,0.0,0.0,40,10,50
603370.SH,,56.7,2026-03-09,2025-09-10,-19.964726631393297,华新精科,电气设备,,44.7041,4.1669,79.39231,15.878461999999999,3.3464,,37.981899999999996,3.0931,92.0,48.83665,49.87997881355932,5.172797774995685,4.552,4.575369491525423,-19.964726631393297,-8.461985005113991,-8.460017574692435,40,10,50
600571.SH,,17.9,2026-03-09,2025-09-10,-16.256983240223455,信雅达,软件服务,,69.6402,5.8325,69.90111452000001,68.61698027999999,2.0251,0.3135,53.08095,3.7054,22.0,75.93520000000001,78.46703191489361,13.293471010000024,5.74035,5.373886879432623,-16.256983240223455,-8.289963021102222,1.605302812546261,40,10,50
002232.SZ,,21.4,2026-03-09,2025-09-10,-15.60747663551402,启明信息,软件服务,,779.7055,5.453,73.78385097,73.78385097,0.9731,0.0554,53.08095,3.7054,22.0,86.6095,86.4006,3.880179232739358,4.2833,4.272956521739131,-15.60747663551402,800.2540137051941,27.30838372283054,40,5,45
605008.SH,,15.06,2026-03-09,2025-09-10,-16.002656042496678,长鸿高科,橡胶,,1060.8696,4.059,81.71424537,81.71424537,0.3086,,,,,85.3185,84.01445299999999,8.404908239652341,3.9278,3.9452635000000003,-16.002656042496678,1143.4227043372773,3.340292275574118,40,0,40
